number,kase,gender,numeralized,kase_name,gender_name
1807,2,0,одной тысяче восьмистам семи,datv,masc
1807,2,1,одной тысяче восьмистам семи,datv,femn
1807,3,0,одну тысячу восемьсот семь,accs,masc
1807,3,1,одну тысячу восемьсот семь,accs,femn
1807,4,0,одной тысячей восемьюстами семью,ablt,masc
1807,4,1,одной тысячей восемьюстами семью,ablt,femn
1807,5,0,одной тысяче восьмистах семи,loct,masc
1807,5,1,одной тысяче восьмистах семи,loct,femn
1808,0,0,одна тысяча восемьсот восемь,nomn,masc
1808,0,1,одна тысяча восемьсот восемь,nomn,femn
1808,1,0,одной тысячи восьмисот восьми,gent,masc
1808,1,1,одной тысячи восьмисот восьми,gent,femn
1808,2,0,одной тысяче восьмистам восьми,datv,masc
1808,2,1,одной тысяче восьмистам восьми,datv,femn
1808,3,0,одну тысячу восемьсот восемь,accs,masc
1808,3,1,одну тысячу восемьсот восемь,accs,femn
1808,4,0,одной тысячей восемьюстами восемью,ablt,masc
1808,4,1,одной тысячей восемьюстами восемью,ablt,femn
1808,5,0,одной тысяче восьмистах восьми,loct,masc
1808,5,1,одной тысяче восьмистах восьми,loct,femn
1809,0,0,одна тысяча восемьсот девять,nomn,masc
1809,0,1,одна тысяча восемьсот девять,nomn,femn
1809,1,0,одной тысячи восьмисот девяти,gent,masc
1809,1,1,одной тысячи восьмисот девяти,gent,femn
1809,2,0,одной тысяче восьмистам девяти,datv,masc
1809,2,1,одной тысяче восьмистам девяти,datv,femn
1809,3,0,одну тысячу восемьсот девять,accs,masc
1809,3,1,одну тысячу восемьсот девять,accs,femn
1809,4,0,одной тысячей восемьюстами девятью,ablt,masc
1809,4,1,одной тысячей восемьюстами девятью,ablt,femn
1809,5,0,одной тысяче восьмистах девяти,loct,masc
1809,5,1,одной тысяче восьмистах девяти,loct,femn
1810,0,0,одна тысяча восемьсот десять,nomn,masc
1810,0,1,одна тысяча восемьсот десять,nomn,femn
1810,1,0,одной тысячи восьмисот десяти,gent,masc
1810,1,1,одной тысячи восьмисот десяти,gent,femn
1810,2,0,одной тысяче восьмистам десяти,datv,masc
1810,2,1,одной тысяче восьмистам десяти,datv,femn
1810,3,0,одну тысячу восемьсот десять,accs,masc
1810,3,1,одну тысячу восемьсот десять,accs,femn
1810,4,0,одной тысячей восемьюстами десятью,ablt,masc
1810,4,1,одной тысячей восемьюстами десятью,ablt,femn
1810,5,0,одной тысяче восьмистах десяти,loct,masc
1810,5,1,одной тысяче восьмистах десяти,loct,femn
1811,0,0,одна тысяча восемьсот одиннадцать,nomn,masc
1811,0,1,одна тысяча восемьсот одиннадцать,nomn,femn
1811,1,0,одной тысячи восьмисот одиннадцати,gent,masc
1811,1,1,одной тысячи восьмисот одиннадцати,gent,femn
1811,2,0,одной тысяче восьмистам одиннадцати,datv,masc
1811,2,1,одной тысяче восьмистам одиннадцати,datv,femn
1811,3,0,одну тысячу восемьсот одиннадцать,accs,masc
1811,3,1,одну тысячу восемьсот одиннадцать,accs,femn
1811,4,0,одной тысячей восемьюстами одиннадцатью,ablt,masc
1811,4,1,одной тысячей восемьюстами одиннадцатью,ablt,femn
1811,5,0,одной тысяче восьмистах одиннадцати,loct,masc
1811,5,1,одной тысяче восьмистах одиннадцати,loct,femn
1812,0,0,одна тысяча восемьсот двенадцать,nomn,masc
1812,0,1,одна тысяча восемьсот двенадцать,nomn,femn
1812,1,0,одной тысячи восьмисот двенадцати,gent,masc
1812,1,1,одной тысячи восьмисот двенадцати,gent,femn
1812,2,0,одной тысяче восьмистам двенадцати,datv,masc
1812,2,1,одной тысяче восьмистам двенадцати,datv,femn
1812,3,0,одну тысячу восемьсот двенадцать,accs,masc
1812,3,1,одну тысячу восемьсот двенадцать,accs,femn
1812,4,0,одной тысячей восемьюстами двенадцатью,ablt,masc
1812,4,1,одной тысячей восемьюстами двенадцатью,ablt,femn
1812,5,0,одной тысяче восьмистах двенадцати,loct,masc
1812,5,1,одной тысяче восьмистах двенадцати,loct,femn
1813,0,0,одна тысяча восемьсот тринадцать,nomn,masc
1813,0,1,одна тысяча восемьсот тринадцать,nomn,femn
1813,1,0,одной тысячи восьмисот тринадцати,gent,masc
1813,1,1,одной тысячи восьмисот тринадцати,gent,femn
1813,2,0,одной тысяче восьмистам тринадцати,datv,masc
1813,2,1,одной тысяче восьмистам тринадцати,datv,femn
1813,3,0,одну тысячу восемьсот тринадцать,accs,masc
1813,3,1,одну тысячу восемьсот тринадцать,accs,femn
1813,4,0,одной тысячей восемьюстами тринадцатью,ablt,masc
1813,4,1,одной тысячей восемьюстами тринадцатью,ablt,femn
1813,5,0,одной тысяче восьмистах тринадцати,loct,masc
1813,5,1,одной тысяче восьмистах тринадцати,loct,femn
1814,0,0,одна тысяча восемьсот четырнадцать,nomn,masc
1814,0,1,одна тысяча восемьсот четырнадцать,nomn,femn
1814,1,0,одной тысячи восьмисот четырнадцати,gent,masc
1814,1,1,одной тысячи восьмисот четырнадцати,gent,femn
1814,2,0,одной тысяче восьмистам четырнадцати,datv,masc
1814,2,1,одной тысяче восьмистам четырнадцати,datv,femn
1814,3,0,одну тысячу восемьсот четырнадцать,accs,masc
1814,3,1,одну тысячу восемьсот четырнадцать,accs,femn
1814,4,0,одной тысячей восемьюстами четырнадцатью,ablt,masc
1814,4,1,одной тысячей восемьюстами четырнадцатью,ablt,femn
1814,5,0,одной тысяче восьмистах четырнадцати,loct,masc
1814,5,1,одной тысяче восьмистах четырнадцати,loct,femn
1815,0,0,одна тысяча восемьсот пятнадцать,nomn,masc
1815,0,1,одна тысяча восемьсот пятнадцать,nomn,femn
1815,1,0,одной тысячи восьмисот пятнадцати,gent,masc
1815,1,1,одной тысячи восьмисот пятнадцати,gent,femn
1815,2,0,одной тысяче восьмистам пятнадцати,datv,masc
1815,2,1,одной тысяче восьмистам пятнадцати,datv,femn
1815,3,0,одну тысячу восемьсот пятнадцать,accs,masc
1815,3,1,одну тысячу восемьсот пятнадцать,accs,femn
1815,4,0,одной тысячей восемьюстами пятнадцатью,ablt,masc
1815,4,1,одной тысячей восемьюстами пятнадцатью,ablt,femn
1815,5,0,одной тысяче восьмистах пятнадцати,loct,masc
1815,5,1,одной тысяче восьмистах пятнадцати,loct,femn
1816,0,0,одна тысяча восемьсот шестнадцать,nomn,masc
1816,0,1,одна тысяча восемьсот шестнадцать,nomn,femn
1816,1,0,одной тысячи восьмисот шестнадцати,gent,masc
1816,1,1,одной тысячи восьмисот шестнадцати,gent,femn
1816,2,0,одной тысяче восьмистам шестнадцати,datv,masc
1816,2,1,одной тысяче восьмистам шестнадцати,datv,femn
1816,3,0,одну тысячу восемьсот шестнадцать,accs,masc
1816,3,1,одну тысячу восемьсот шестнадцать,accs,femn
1816,4,0,одной тысячей восемьюстами шестнадцатью,ablt,masc
1816,4,1,одной тысячей восемьюстами шестнадцатью,ablt,femn
1816,5,0,одной тысяче восьмистах шестнадцати,loct,masc
1816,5,1,одной тысяче восьмистах шестнадцати,loct,femn
1817,0,0,одна тысяча восемьсот семнадцать,nomn,masc
1817,0,1,одна тысяча восемьсот семнадцать,nomn,femn
1817,1,0,одной тысячи восьмисот семнадцати,gent,masc
1817,1,1,одной тысячи восьмисот семнадцати,gent,femn
1817,2,0,одной тысяче восьмистам семнадцати,datv,masc
1817,2,1,одной тысяче восьмистам семнадцати,datv,femn
1817,3,0,одну тысячу восемьсот семнадцать,accs,masc
1817,3,1,одну тысячу восемьсот семнадцать,accs,femn
1817,4,0,одной тысячей восемьюстами семнадцатью,ablt,masc
1817,4,1,одной тысячей восемьюстами семнадцатью,ablt,femn
1817,5,0,одной тысяче восьмистах семнадцати,loct,masc
1817,5,1,одной тысяче восьмистах семнадцати,loct,femn
1818,0,0,одна тысяча восемьсот восемнадцать,nomn,masc
1818,0,1,одна тысяча восемьсот восемнадцать,nomn,femn
1818,1,0,одной тысячи восьмисот восемнадцати,gent,masc
1818,1,1,одной тысячи восьмисот восемнадцати,gent,femn
1818,2,0,одной тысяче восьмистам восемнадцати,datv,masc
1818,2,1,одной тысяче восьмистам восемнадцати,datv,femn
1818,3,0,одну тысячу восемьсот восемнадцать,accs,masc
1818,3,1,одну тысячу восемьсот восемнадцать,accs,femn
1818,4,0,одной тысячей восемьюстами восемнадцатью,ablt,masc
1818,4,1,одной тысячей восемьюстами восемнадцатью,ablt,femn
1818,5,0,одной тысяче восьмистах восемнадцати,loct,masc
1818,5,1,одной тысяче восьмистах восемнадцати,loct,femn
1819,0,0,одна тысяча восемьсот девятнадцать,nomn,masc
1819,0,1,одна тысяча восемьсот девятнадцать,nomn,femn
1819,1,0,одной тысячи восьмисот девятнадцати,gent,masc
1819,1,1,одной тысячи восьмисот девятнадцати,gent,femn
1819,2,0,одной тысяче восьмистам девятнадцати,datv,masc
1819,2,1,одной тысяче восьмистам девятнадцати,datv,femn
1819,3,0,одну тысячу восемьсот девятнадцать,accs,masc
1819,3,1,одну тысячу восемьсот девятнадцать,accs,femn
1819,4,0,одной тысячей восемьюстами девятнадцатью,ablt,masc
1819,4,1,одной тысячей восемьюстами девятнадцатью,ablt,femn
1819,5,0,одной тысяче восьмистах девятнадцати,loct,masc
1819,5,1,одной тысяче восьмистах девятнадцати,loct,femn
1820,0,0,одна тысяча восемьсот двадцать,nomn,masc
1820,0,1,одна тысяча восемьсот двадцать,nomn,femn
1820,1,0,одной тысячи восьмисот двадцати,gent,masc
1820,1,1,одной тысячи восьмисот двадцати,gent,femn
1820,2,0,одной тысяче восьмистам двадцати,datv,masc
1820,2,1,одной тысяче восьмистам двадцати,datv,femn
1820,3,0,одну тысячу восемьсот двадцать,accs,masc
1820,3,1,одну тысячу восемьсот двадцать,accs,femn
1820,4,0,одной тысячей восемьюстами двадцатью,ablt,masc
1820,4,1,одной тысячей восемьюстами двадцатью,ablt,femn
1820,5,0,одной тысяче восьмистах двадцати,loct,masc
1820,5,1,одной тысяче восьмистах двадцати,loct,femn
1821,0,0,одна тысяча восемьсот двадцать один,nomn,masc
1821,0,1,одна тысяча восемьсот двадцать одна,nomn,femn
1821,1,0,одной тысячи восьмисот двадцати одного,gent,masc
1821,1,1,одной тысячи восьмисот двадцати одной,gent,femn
1821,2,0,одной тысяче восьмистам двадцати одному,datv,masc
1821,2,1,одной тысяче восьмистам двадцати одной,datv,femn
1821,3,0,одну тысячу восемьсот двадцать один,accs,masc
1821,3,1,одну тысячу восемьсот двадцать одну,accs,femn
1821,4,0,одной тысячей восемьюстами двадцатью одним,ablt,masc
1821,4,1,одной тысячей восемьюстами двадцатью одной,ablt,femn
1821,5,0,одной тысяче восьмистах двадцати одном,loct,masc
1821,5,1,одной тысяче восьмистах двадцати одной,loct,femn
1822,0,0,одна тысяча восемьсот двадцать два,nomn,masc
1822,0,1,одна тысяча восемьсот двадцать две,nomn,femn
1822,1,0,одной тысячи восьмисот двадцати двух,gent,masc
1822,1,1,одной тысячи восьмисот двадцати двух,gent,femn
1822,2,0,одной тысяче восьмистам двадцати двум,datv,masc
1822,2,1,одной тысяче восьмистам двадцати двум,datv,femn
1822,3,0,одну тысячу восемьсот двадцать два,accs,masc
1822,3,1,одну тысячу восемьсот двадцать две,accs,femn
1822,4,0,одной тысячей восемьюстами двадцатью двумя,ablt,masc
1822,4,1,одной тысячей восемьюстами двадцатью двумя,ablt,femn
1822,5,0,одной тысяче восьмистах двадцати двух,loct,masc
1822,5,1,одной тысяче восьмистах двадцати двух,loct,femn
1823,0,0,одна тысяча восемьсот двадцать три,nomn,masc
1823,0,1,одна тысяча восемьсот двадцать три,nomn,femn
1823,1,0,одной тысячи восьмисот двадцати трёх,gent,masc
1823,1,1,одной тысячи восьмисот двадцати трёх,gent,femn
1823,2,0,одной тысяче восьмистам двадцати трём,datv,masc
1823,2,1,одной тысяче восьмистам двадцати трём,datv,femn
1823,3,0,одну тысячу восемьсот двадцать три,accs,masc
1823,3,1,одну тысячу восемьсот двадцать три,accs,femn
1823,4,0,одной тысячей восемьюстами двадцатью тремя,ablt,masc
1823,4,1,одной тысячей восемьюстами двадцатью тремя,ablt,femn
1823,5,0,одной тысяче восьмистах двадцати трёх,loct,masc
1823,5,1,одной тысяче восьмистах двадцати трёх,loct,femn
1824,0,0,одна тысяча восемьсот двадцать четыре,nomn,masc
1824,0,1,одна тысяча восемьсот двадцать четыре,nomn,femn
1824,1,0,одной тысячи восьмисот двадцати четырёх,gent,masc
1824,1,1,одной тысячи восьмисот двадцати четырёх,gent,femn
1824,2,0,одной тысяче восьмистам двадцати четырём,datv,masc
1824,2,1,одной тысяче восьмистам двадцати четырём,datv,femn
1824,3,0,одну тысячу восемьсот двадцать четыре,accs,masc
1824,3,1,одну тысячу восемьсот двадцать четыре,accs,femn
1824,4,0,одной тысячей восемьюстами двадцатью четырьмя,ablt,masc
1824,4,1,одной тысячей восемьюстами двадцатью четырьмя,ablt,femn
1824,5,0,одной тысяче восьмистах двадцати четырёх,loct,masc
1824,5,1,одной тысяче восьмистах двадцати четырёх,loct,femn
1825,0,0,одна тысяча восемьсот двадцать пять,nomn,masc
1825,0,1,одна тысяча восемьсот двадцать пять,nomn,femn
1825,1,0,одной тысячи восьмисот двадцати пяти,gent,masc
1825,1,1,одной тысячи восьмисот двадцати пяти,gent,femn
1825,2,0,одной тысяче восьмистам двадцати пяти,datv,masc
1825,2,1,одной тысяче восьмистам двадцати пяти,datv,femn
1825,3,0,одну тысячу восемьсот двадцать пять,accs,masc
1825,3,1,одну тысячу восемьсот двадцать пять,accs,femn
1825,4,0,одной тысячей восемьюстами двадцатью пятью,ablt,masc
1825,4,1,одной тысячей восемьюстами двадцатью пятью,ablt,femn
1825,5,0,одной тысяче восьмистах двадцати пяти,loct,masc
1825,5,1,одной тысяче восьмистах двадцати пяти,loct,femn
1826,0,0,одна тысяча восемьсот двадцать шесть,nomn,masc
1826,0,1,одна тысяча восемьсот двадцать шесть,nomn,femn
1826,1,0,одной тысячи восьмисот двадцати шести,gent,masc
1826,1,1,одной тысячи восьмисот двадцати шести,gent,femn
1826,2,0,одной тысяче восьмистам двадцати шести,datv,masc
1826,2,1,одной тысяче восьмистам двадцати шести,datv,femn
1826,3,0,одну тысячу восемьсот двадцать шесть,accs,masc
1826,3,1,одну тысячу восемьсот двадцать шесть,accs,femn
1826,4,0,одной тысячей восемьюстами двадцатью шестью,ablt,masc
1826,4,1,одной тысячей восемьюстами двадцатью шестью,ablt,femn
1826,5,0,одной тысяче восьмистах двадцати шести,loct,masc
1826,5,1,одной тысяче восьмистах двадцати шести,loct,femn
1827,0,0,одна тысяча восемьсот двадцать семь,nomn,masc
1827,0,1,одна тысяча восемьсот двадцать семь,nomn,femn
1827,1,0,одной тысячи восьмисот двадцати семи,gent,masc
1827,1,1,одной тысячи восьмисот двадцати семи,gent,femn
1827,2,0,одной тысяче восьмистам двадцати семи,datv,masc
1827,2,1,одной тысяче восьмистам двадцати семи,datv,femn
1827,3,0,одну тысячу восемьсот двадцать семь,accs,masc
1827,3,1,одну тысячу восемьсот двадцать семь,accs,femn
1827,4,0,одной тысячей восемьюстами двадцатью семью,ablt,masc
1827,4,1,одной тысячей восемьюстами двадцатью семью,ablt,femn
1827,5,0,одной тысяче восьмистах двадцати семи,loct,masc
1827,5,1,одной тысяче восьмистах двадцати семи,loct,femn
1828,0,0,одна тысяча восемьсот двадцать восемь,nomn,masc
1828,0,1,одна тысяча восемьсот двадцать восемь,nomn,femn
1828,1,0,одной тысячи восьмисот двадцати восьми,gent,masc
1828,1,1,одной тысячи восьмисот двадцати восьми,gent,femn
1828,2,0,одной тысяче восьмистам двадцати восьми,datv,masc
1828,2,1,одной тысяче восьмистам двадцати восьми,datv,femn
1828,3,0,одну тысячу восемьсот двадцать восемь,accs,masc
1828,3,1,одну тысячу восемьсот двадцать восемь,accs,femn
1828,4,0,одной тысячей восемьюстами двадцатью восемью,ablt,masc
1828,4,1,одной тысячей восемьюстами двадцатью восемью,ablt,femn
1828,5,0,одной тысяче восьмистах двадцати восьми,loct,masc
1828,5,1,одной тысяче восьмистах двадцати восьми,loct,femn
1829,0,0,одна тысяча восемьсот двадцать девять,nomn,masc
1829,0,1,одна тысяча восемьсот двадцать девять,nomn,femn
1829,1,0,одной тысячи восьмисот двадцати девяти,gent,masc
1829,1,1,одной тысячи восьмисот двадцати девяти,gent,femn
1829,2,0,одной тысяче восьмистам двадцати девяти,datv,masc
1829,2,1,одной тысяче восьмистам двадцати девяти,datv,femn
1829,3,0,одну тысячу восемьсот двадцать девять,accs,masc
1829,3,1,одну тысячу восемьсот двадцать девять,accs,femn
1829,4,0,одной тысячей восемьюстами двадцатью девятью,ablt,masc
1829,4,1,одной тысячей восемьюстами двадцатью девятью,ablt,femn
1829,5,0,одной тысяче восьмистах двадцати девяти,loct,masc
1829,5,1,одной тысяче восьмистах двадцати девяти,loct,femn
1830,0,0,одна тысяча восемьсот тридцать,nomn,masc
1830,0,1,одна тысяча восемьсот тридцать,nomn,femn
1830,1,0,одной тысячи восьмисот тридцати,gent,masc
1830,1,1,одной тысячи восьмисот тридцати,gent,femn
1830,2,0,одной тысяче восьмистам тридцати,datv,masc
1830,2,1,одной тысяче восьмистам тридцати,datv,femn
1830,3,0,одну тысячу восемьсот тридцать,accs,masc
1830,3,1,одну тысячу восемьсот тридцать,accs,femn
1830,4,0,одной тысячей восемьюстами тридцатью,ablt,masc
1830,4,1,одной тысячей восемьюстами тридцатью,ablt,femn
1830,5,0,одной тысяче восьмистах тридцати,loct,masc
1830,5,1,одной тысяче восьмистах тридцати,loct,femn
1831,0,0,одна тысяча восемьсот тридцать один,nomn,masc
1831,0,1,одна тысяча восемьсот тридцать одна,nomn,femn
1831,1,0,одной тысячи восьмисот тридцати одного,gent,masc
1831,1,1,одной тысячи восьмисот тридцати одной,gent,femn
1831,2,0,одной тысяче восьмистам тридцати одному,datv,masc
1831,2,1,одной тысяче восьмистам тридцати одной,datv,femn
1831,3,0,одну тысячу восемьсот тридцать один,accs,masc
1831,3,1,одну тысячу восемьсот тридцать одну,accs,femn
1831,4,0,одной тысячей восемьюстами тридцатью одним,ablt,masc
1831,4,1,одной тысячей восемьюстами тридцатью одной,ablt,femn
1831,5,0,одной тысяче восьмистах тридцати одном,loct,masc
1831,5,1,одной тысяче восьмистах тридцати одной,loct,femn
1832,0,0,одна тысяча восемьсот тридцать два,nomn,masc
1832,0,1,одна тысяча восемьсот тридцать две,nomn,femn
1832,1,0,одной тысячи восьмисот тридцати двух,gent,masc
1832,1,1,одной тысячи восьмисот тридцати двух,gent,femn
1832,2,0,одной тысяче восьмистам тридцати двум,datv,masc
1832,2,1,одной тысяче восьмистам тридцати двум,datv,femn
1832,3,0,одну тысячу восемьсот тридцать два,accs,masc
1832,3,1,одну тысячу восемьсот тридцать две,accs,femn
1832,4,0,одной тысячей восемьюстами тридцатью двумя,ablt,masc
1832,4,1,одной тысячей восемьюстами тридцатью двумя,ablt,femn
1832,5,0,одной тысяче восьмистах тридцати двух,loct,masc
1832,5,1,одной тысяче восьмистах тридцати двух,loct,femn
1833,0,0,одна тысяча восемьсот тридцать три,nomn,masc
1833,0,1,одна тысяча восемьсот тридцать три,nomn,femn
1833,1,0,одной тысячи восьмисот тридцати трёх,gent,masc
1833,1,1,одной тысячи восьмисот тридцати трёх,gent,femn
1833,2,0,одной тысяче восьмистам тридцати трём,datv,masc
1833,2,1,одной тысяче восьмистам тридцати трём,datv,femn
1833,3,0,одну тысячу восемьсот тридцать три,accs,masc
1833,3,1,одну тысячу восемьсот тридцать три,accs,femn
1833,4,0,одной тысячей восемьюстами тридцатью тремя,ablt,masc
1833,4,1,одной тысячей восемьюстами тридцатью тремя,ablt,femn
1833,5,0,одной тысяче восьмистах тридцати трёх,loct,masc
1833,5,1,одной тысяче восьмистах тридцати трёх,loct,femn
1834,0,0,одна тысяча восемьсот тридцать четыре,nomn,masc
1834,0,1,одна тысяча восемьсот тридцать четыре,nomn,femn
1834,1,0,одной тысячи восьмисот тридцати четырёх,gent,masc
1834,1,1,одной тысячи восьмисот тридцати четырёх,gent,femn
1834,2,0,одной тысяче восьмистам тридцати четырём,datv,masc
1834,2,1,одной тысяче восьмистам тридцати четырём,datv,femn
1834,3,0,одну тысячу восемьсот тридцать четыре,accs,masc
1834,3,1,одну тысячу восемьсот тридцать четыре,accs,femn
1834,4,0,одной тысячей восемьюстами тридцатью четырьмя,ablt,masc
1834,4,1,одной тысячей восемьюстами тридцатью четырьмя,ablt,femn
1834,5,0,одной тысяче восьмистах тридцати четырёх,loct,masc
1834,5,1,одной тысяче восьмистах тридцати четырёх,loct,femn
1835,0,0,одна тысяча восемьсот тридцать пять,nomn,masc
1835,0,1,одна тысяча восемьсот тридцать пять,nomn,femn
1835,1,0,одной тысячи восьмисот тридцати пяти,gent,masc
1835,1,1,одной тысячи восьмисот тридцати пяти,gent,femn
1835,2,0,одной тысяче восьмистам тридцати пяти,datv,masc
1835,2,1,одной тысяче восьмистам тридцати пяти,datv,femn
1835,3,0,одну тысячу восемьсот тридцать пять,accs,masc
1835,3,1,одну тысячу восемьсот тридцать пять,accs,femn
1835,4,0,одной тысячей восемьюстами тридцатью пятью,ablt,masc
1835,4,1,одной тысячей восемьюстами тридцатью пятью,ablt,femn
1835,5,0,одной тысяче восьмистах тридцати пяти,loct,masc
1835,5,1,одной тысяче восьмистах тридцати пяти,loct,femn
1836,0,0,одна тысяча восемьсот тридцать шесть,nomn,masc
1836,0,1,одна тысяча восемьсот тридцать шесть,nomn,femn
1836,1,0,одной тысячи восьмисот тридцати шести,gent,masc
1836,1,1,одной тысячи восьмисот тридцати шести,gent,femn
1836,2,0,одной тысяче восьмистам тридцати шести,datv,masc
1836,2,1,одной тысяче восьмистам тридцати шести,datv,femn
1836,3,0,одну тысячу восемьсот тридцать шесть,accs,masc
1836,3,1,одну тысячу восемьсот тридцать шесть,accs,femn
1836,4,0,одной тысячей восемьюстами тридцатью шестью,ablt,masc
1836,4,1,одной тысячей восемьюстами тридцатью шестью,ablt,femn
1836,5,0,одной тысяче восьмистах тридцати шести,loct,masc
1836,5,1,одной тысяче восьмистах тридцати шести,loct,femn
1837,0,0,одна тысяча восемьсот тридцать семь,nomn,masc
1837,0,1,одна тысяча восемьсот тридцать семь,nomn,femn
1837,1,0,одной тысячи восьмисот тридцати семи,gent,masc
1837,1,1,одной тысячи восьмисот тридцати семи,gent,femn
1837,2,0,одной тысяче восьмистам тридцати семи,datv,masc
1837,2,1,одной тысяче восьмистам тридцати семи,datv,femn
1837,3,0,одну тысячу восемьсот тридцать семь,accs,masc
1837,3,1,одну тысячу восемьсот тридцать семь,accs,femn
1837,4,0,одной тысячей восемьюстами тридцатью семью,ablt,masc
1837,4,1,одной тысячей восемьюстами тридцатью семью,ablt,femn
1837,5,0,одной тысяче восьмистах тридцати семи,loct,masc
1837,5,1,одной тысяче восьмистах тридцати семи,loct,femn
1838,0,0,одна тысяча восемьсот тридцать восемь,nomn,masc
1838,0,1,одна тысяча восемьсот тридцать восемь,nomn,femn
1838,1,0,одной тысячи восьмисот тридцати восьми,gent,masc
1838,1,1,одной тысячи восьмисот тридцати восьми,gent,femn
1838,2,0,одной тысяче восьмистам тридцати восьми,datv,masc
1838,2,1,одной тысяче восьмистам тридцати восьми,datv,femn
1838,3,0,одну тысячу восемьсот тридцать восемь,accs,masc
1838,3,1,одну тысячу восемьсот тридцать восемь,accs,femn
1838,4,0,одной тысячей восемьюстами тридцатью восемью,ablt,masc
1838,4,1,одной тысячей восемьюстами тридцатью восемью,ablt,femn
1838,5,0,одной тысяче восьмистах тридцати восьми,loct,masc
1838,5,1,одной тысяче восьмистах тридцати восьми,loct,femn
1839,0,0,одна тысяча восемьсот тридцать девять,nomn,masc
1839,0,1,одна тысяча восемьсот тридцать девять,nomn,femn
1839,1,0,одной тысячи восьмисот тридцати девяти,gent,masc
1839,1,1,одной тысячи восьмисот тридцати девяти,gent,femn
1839,2,0,одной тысяче восьмистам тридцати девяти,datv,masc
1839,2,1,одной тысяче восьмистам тридцати девяти,datv,femn
1839,3,0,одну тысячу восемьсот тридцать девять,accs,masc
1839,3,1,одну тысячу восемьсот тридцать девять,accs,femn
1839,4,0,одной тысячей восемьюстами тридцатью девятью,ablt,masc
1839,4,1,одной тысячей восемьюстами тридцатью девятью,ablt,femn
1839,5,0,одной тысяче восьмистах тридцати девяти,loct,masc
1839,5,1,одной тысяче восьмистах тридцати девяти,loct,femn
1840,0,0,одна тысяча восемьсот сорок,nomn,masc
1840,0,1,одна тысяча восемьсот сорок,nomn,femn
1840,1,0,одной тысячи восьмисот сорока,gent,masc
1840,1,1,одной тысячи восьмисот сорока,gent,femn
1840,2,0,одной тысяче восьмистам сорока,datv,masc
1840,2,1,одной тысяче восьмистам сорока,datv,femn
1840,3,0,одну тысячу восемьсот сорок,accs,masc
1840,3,1,одну тысячу восемьсот сорок,accs,femn
1840,4,0,одной тысячей восемьюстами сорока,ablt,masc
1840,4,1,одной тысячей восемьюстами сорока,ablt,femn
1840,5,0,одной тысяче восьмистах сорока,loct,masc
1840,5,1,одной тысяче восьмистах сорока,loct,femn
1841,0,0,одна тысяча восемьсот сорок один,nomn,masc
1841,0,1,одна тысяча восемьсот сорок одна,nomn,femn
1841,1,0,одной тысячи восьмисот сорока одного,gent,masc
1841,1,1,одной тысячи восьмисот сорока одной,gent,femn
1841,2,0,одной тысяче восьмистам сорока одному,datv,masc
1841,2,1,одной тысяче восьмистам сорока одной,datv,femn
1841,3,0,одну тысячу восемьсот сорок один,accs,masc
1841,3,1,одну тысячу восемьсот сорок одну,accs,femn
1841,4,0,одной тысячей восемьюстами сорока одним,ablt,masc
1841,4,1,одной тысячей восемьюстами сорока одной,ablt,femn
1841,5,0,одной тысяче восьмистах сорока одном,loct,masc
1841,5,1,одной тысяче восьмистах сорока одной,loct,femn
1842,0,0,одна тысяча восемьсот сорок два,nomn,masc
1842,0,1,одна тысяча восемьсот сорок две,nomn,femn
1842,1,0,одной тысячи восьмисот сорока двух,gent,masc
1842,1,1,одной тысячи восьмисот сорока двух,gent,femn
1842,2,0,одной тысяче восьмистам сорока двум,datv,masc
1842,2,1,одной тысяче восьмистам сорока двум,datv,femn
1842,3,0,одну тысячу восемьсот сорок два,accs,masc
1842,3,1,одну тысячу восемьсот сорок две,accs,femn
1842,4,0,одной тысячей восемьюстами сорока двумя,ablt,masc
1842,4,1,одной тысячей восемьюстами сорока двумя,ablt,femn
1842,5,0,одной тысяче восьмистах сорока двух,loct,masc
1842,5,1,одной тысяче восьмистах сорока двух,loct,femn
1843,0,0,одна тысяча восемьсот сорок три,nomn,masc
1843,0,1,одна тысяча восемьсот сорок три,nomn,femn
1843,1,0,одной тысячи восьмисот сорока трёх,gent,masc
1843,1,1,одной тысячи восьмисот сорока трёх,gent,femn
1843,2,0,одной тысяче восьмистам сорока трём,datv,masc
1843,2,1,одной тысяче восьмистам сорока трём,datv,femn
1843,3,0,одну тысячу восемьсот сорок три,accs,masc
1843,3,1,одну тысячу восемьсот сорок три,accs,femn
1843,4,0,одной тысячей восемьюстами сорока тремя,ablt,masc
1843,4,1,одной тысячей восемьюстами сорока тремя,ablt,femn
1843,5,0,одной тысяче восьмистах сорока трёх,loct,masc
1843,5,1,одной тысяче восьмистах сорока трёх,loct,femn
1844,0,0,одна тысяча восемьсот сорок четыре,nomn,masc
1844,0,1,одна тысяча восемьсот сорок четыре,nomn,femn
1844,1,0,одной тысячи восьмисот сорока четырёх,gent,masc
1844,1,1,одной тысячи восьмисот сорока четырёх,gent,femn
1844,2,0,одной тысяче восьмистам сорока четырём,datv,masc
1844,2,1,одной тысяче восьмистам сорока четырём,datv,femn
1844,3,0,одну тысячу восемьсот сорок четыре,accs,masc
1844,3,1,одну тысячу восемьсот сорок четыре,accs,femn
